61905	76	32988
8107	99	15699
68136	99	15699
68136	99	46443
68136	99	65182
72529	99	15699
72529	99	46443
72529	99	65182
63412	99	15699
63412	99	65182
73824	99	15699
11165	99	15699
59221	99	15699
50677	99	15699
50677	99	39005
50677	99	10762
27639	99	15699
63621	99	15699
63621	99	39005
21133	99	46443
28491	99	15699
28491	99	46443
63544	99	46443
63544	99	65182
53325	99	15699
26010	99	15699
7072	99	15699
43404	99	15699
68556	99	15699
47896	99	15699
72760	96	2081
42894	99	15699
47163	99	15699
39339	51	19171
63233	99	15699
3497	99	15699
51509	99	15699
51509	99	46443
51509	99	65182
63629	99	15699
10638	96	2081
10638	51	5108
11080	99	15699
12783	99	15699
23863	99	15699
14712	99	15699
416	99	65182
36535	51	5108
36569	83	16486
49949	99	15699
49949	99	46443
49949	99	39005
49949	99	65182
25666	99	15699
13109	99	15699
69762	99	46443
56487	99	15699
56487	99	65182
22463	99	15699
22463	99	46443
22463	99	65182
49135	99	15699
55387	76	32988
31922	99	15699
747	99	15699
52854	99	15699
19286	99	15699
28028	99	15699
50441	114	60297
28986	99	15699
1796	99	15699
955	99	15699
30884	99	15699
30884	99	46443
30884	99	65182
22524	99	15699
43481	99	15699
37753	114	14428
37753	51	65970
37753	51	48003
37753	51	5108
37753	51	31693
37753	51	19171
37753	51	47676
37753	99	15699
37753	99	46443
37753	99	17107
37753	99	65182
37753	51	8307
33317	99	46443
47797	99	15699
47797	99	46443
64128	99	15699
64841	99	15699
32626	99	15699
63380	96	2081
63380	51	19171
63380	51	20545
63380	76	32988
18705	99	15699
73077	99	15699
40160	99	15699
60460	31	37753
60460	99	15699
60460	99	65182
14701	51	56507
14701	51	6997
14701	51	65970
14701	51	6926
14701	51	48003
14701	51	5108
14701	51	40890
14701	51	31693
14701	51	19171
14701	51	47676
14701	51	20545
14701	51	74218
14701	51	47254
42280	99	15699
9526	130	57702
9526	96	2081
9526	51	6997
9526	51	48003
9526	51	5108
9526	51	40890
9526	51	47676
9526	51	20545
9526	51	74218
9526	76	72428
9526	76	32988
24418	76	72428
24418	76	32988
24089	99	15699
45118	99	15699
35751	96	2081
35751	76	32988
52876	99	15699
40854	76	72428
42136	99	15699
42136	99	39005
42136	99	65182
3294	99	15699
37976	99	15699
37976	99	65182
67985	99	15699
67985	99	65182
29189	99	15699
29189	99	6820
29189	99	46443
29189	99	65182
25130	99	15699
25130	99	65182
57804	99	15699
15301	99	15699
46362	99	15699
46362	99	65182
29719	99	15699
39946	99	15699
35795	99	15699
60760	99	15699
63276	83	73630
63276	99	15699
54750	99	15699
21939	99	15699
10622	99	15699
7695	99	15699
7695	99	65182
23987	99	15699
12876	99	15699
38893	99	15699
35919	96	2081
35919	51	6926
35919	51	74218
35919	33	56256
35919	165	72286
66114	99	15699
27800	99	15699
548	99	15699
71880	31	54954
71880	31	14445
71880	99	15699
71880	99	2913
71880	99	46443
71880	99	65182
52672	99	15699
52672	99	46443
52672	99	65182
64836	99	15699
66360	99	15699
21435	76	31446
21435	51	47676
21435	76	72428
9957	99	15699
74201	99	15699
22927	51	56507
22927	51	6997
22927	51	65970
22927	51	6926
22927	51	48003
22927	51	5108
22927	51	40890
22927	51	31693
22927	51	19171
22927	51	47676
22927	51	20545
22927	51	74218
22927	130	54703
22927	165	20158
22927	51	13996
22927	51	25919
22927	51	29335
22927	51	47254
22927	51	8307
22927	51	64648
18405	99	15699
65128	99	15699
9195	99	15699
56921	51	6997
56921	51	65970
56921	51	6926
56921	51	5108
56921	51	40890
56921	51	31693
56921	51	19171
56921	51	47676
56921	51	20545
56921	51	74218
56921	76	32988
56921	51	64648
35626	99	39509
35626	99	22295
35626	99	15699
35626	99	18658
35626	99	46443
35626	99	67198
35626	99	50787
35626	99	25094
35626	99	39005
35626	99	10762
68712	99	15699
68712	99	46443
68712	99	39005
13643	99	15699
13643	99	46443
30102	51	5108
32170	96	2081
32170	51	5108
32170	51	31693
32170	51	19171
32170	51	47676
32170	51	20545
32170	51	74218
32170	76	32988
51536	99	15699
16981	99	15699
43576	99	15699
65437	99	15699
12545	99	15699
56958	99	15699
56958	99	65182
72766	31	15666
72766	51	48003
72766	51	5108
72766	51	47676
72766	51	20545
72766	51	74218
72766	114	28380
72766	114	15082
72766	114	48594
72766	114	38502
72766	99	15699
72766	99	49033
72766	99	46443
72766	99	65182
72766	99	3647
10290	96	2081
33778	99	15699
37416	99	15699
713	99	15699
16401	99	15699
16401	99	65182
5308	99	15699
10941	99	15699
10941	99	65182
28353	99	15699
54605	31	37753
54605	99	46443
54605	99	65182
24145	99	46443
5839	99	43301
5839	99	46443
5839	99	71969
5839	99	65182
5839	99	3647
66367	99	46443
35308	99	15699
35308	99	46443
3857	99	15699
49623	99	15699
13041	99	15699
13041	99	65182
13041	99	8172
12707	99	15699
61421	96	2081
61421	76	32988
44834	99	15699
51212	99	15699
54484	99	46443
13209	31	44794
13209	31	29309
13209	31	26267
13209	31	15666
13209	31	68136
13209	31	49949
13209	31	30884
13209	31	37753
13209	114	64841
13209	31	71880
13209	31	20182
13209	31	5839
13209	31	66367
13209	31	35308
13209	31	72225
13209	114	44469
13209	31	23567
13209	31	10455
13209	31	49001
13209	31	12566
13209	31	71463
13209	31	27738
13209	31	39602
13209	31	35057
13209	31	21316
13209	114	67264
13209	31	58262
13209	31	17640
13209	31	50534
13209	31	73252
13209	31	23464
13209	114	37774
13209	114	51187
13209	51	47676
13209	51	20545
13209	114	59019
13209	114	1976
13209	31	16641
13209	114	43369
13209	99	38590
13209	99	15682
13209	99	70295
13209	99	64906
13209	99	9960
13209	99	46369
13209	99	17540
13209	99	39509
13209	99	12138
13209	99	37924
13209	99	57311
13209	99	15699
13209	99	6820
13209	99	13036
13209	99	43301
13209	99	49923
13209	99	56941
13209	99	53667
13209	99	74529
13209	99	29660
13209	99	2913
13209	99	18658
13209	99	46443
13209	99	57119
13209	99	68799
13209	99	25233
13209	99	54116
13209	99	51295
13209	99	24388
13209	99	70303
13209	99	8060
13209	99	9985
13209	99	74625
13209	99	56744
13209	99	35234
13209	99	67783
13209	99	49836
13209	99	43654
13209	99	67038
13209	99	71969
13209	99	56228
13209	99	69734
13209	99	29340
13209	99	19970
13209	99	25094
13209	99	62599
13209	99	55807
13209	99	55907
13209	99	24748
13209	99	75120
13209	99	42039
13209	99	68627
13209	99	11513
13209	99	47828
13209	99	65182
13209	99	44967
13209	99	599
13209	99	5757
13209	99	26355
13209	99	69165
13209	99	15548
13209	99	37351
13209	99	56812
13209	99	54915
13209	99	22633
13209	99	56760
13209	99	74746
55661	114	59019
65426	99	15699
65426	99	46443
16156	31	20182
16156	114	59019
16156	99	15699
4538	31	13209
4538	99	15699
42703	31	20182
42703	114	59019
42703	99	15699
42703	99	46443
18909	99	46443
72225	31	35057
72225	31	23464
72225	99	15699
25388	114	59019
44233	99	15699
44233	99	46443
26252	83	65126
69313	99	15699
73901	99	15699
73207	99	15699
43079	99	15699
31899	99	65182
7041	99	65182
47617	99	15699
27949	99	15699
27949	99	46443
56706	99	37735
56706	99	15699
74832	99	15699
74832	99	46443
74832	99	65182
13491	76	32988
25265	99	15699
25265	99	65182
27623	99	15699
4474	99	15699
26212	76	32988
55942	99	15699
55942	99	39005
43042	99	65182
69350	99	15699
31394	99	15699
11185	99	15699
5710	99	15699
9643	96	2081
9643	51	48003
9643	51	19171
9643	51	47676
9643	51	20545
9643	51	74218
47730	99	15699
47730	99	32768
72844	99	15699
72969	96	2081
72969	76	72428
72969	76	32988
74709	99	15699
26084	99	15699
72941	99	15699
58917	99	15699
16613	99	15699
40022	99	15699
126	99	15699
56	99	15699
56840	99	15699
56840	99	46443
56840	99	65182
61536	99	15699
72886	99	15699
69232	99	2913
69232	99	46443
69232	99	65182
74580	99	15699
13428	99	15699
18677	99	15699
40902	99	15699
75385	31	15666
75385	99	32615
75385	99	39509
75385	99	2728
75385	99	15699
75385	99	19143
75385	99	61103
75385	99	43006
75385	99	46443
75385	99	71969
75385	99	49482
75385	99	65182
75385	99	22633
75385	99	3647
12479	99	15699
51038	99	46443
67338	99	15699
44087	99	15699
26487	99	56212
68615	99	15699
53004	99	65182
59874	96	2081
62414	99	15699
26864	99	60160
30034	99	15699
68568	99	15699
49220	99	65182
55404	99	15699
16623	99	15699
55060	99	15699
58948	99	15699
43921	76	72428
70895	99	15699
28375	99	15699
38030	99	15699
58247	99	15699
29151	99	15699
16687	99	15699
41955	99	15699
6846	99	15699
73203	99	15699
49538	99	15699
57638	31	36513
57638	99	15699
6799	114	16327
6799	99	15699
6799	99	65182
48947	114	16327
48947	114	27004
48947	99	15699
48947	99	46443
48947	99	65182
14260	99	46443
26489	99	15699
26489	99	65182
73294	99	15699
3492	99	15699
72314	99	15699
49550	99	15699
46169	99	15699
56654	99	15699
25862	96	2081
25521	99	15699
25521	99	46443
25521	99	39005
509	99	15699
13665	99	15699
53483	99	57712
53483	99	7055
53483	99	15699
53483	99	46443
53483	99	65182
71809	99	15699
71809	99	46443
71809	99	65182
52044	99	22633
70857	99	15699
1349	99	15699
17794	99	15699
1395	51	20545
1395	99	69199
25099	99	15699
8660	99	15699
56659	51	19171
68287	96	2081
68287	51	53605
68287	51	6997
68287	51	65970
68287	51	5108
68287	51	47676
68287	51	20545
68287	51	74218
72727	99	15699
18757	99	15699
30805	99	15699
28347	114	36546
28347	99	15699
28347	99	39005
28347	99	65182
28347	99	69165
64197	99	15699
25439	99	15699
17042	99	15699
37780	99	15699
37780	99	65182
28991	99	65182
33296	99	15699
36216	99	15699
22191	99	15699
8184	99	15699
43276	99	15699
37588	99	15699
14975	99	15699
57458	99	15699
57458	99	46443
68386	99	15699
46398	99	15699
18745	99	15699
52924	99	46443
52924	99	65182
18081	99	15699
30575	51	48003
30575	51	31693
30575	51	19171
30575	51	47676
30575	51	20545
30575	51	74218
52518	161	49866
74568	99	15699
16513	99	15699
34027	76	32988
65555	165	67814
40994	99	15699
26214	99	15699
26214	99	46443
26214	99	71969
26214	99	65182
34101	99	15699
34101	99	46443
34101	99	65182
56509	99	15699
56509	99	46443
5167	99	15699
17534	99	15699
74106	96	2081
74106	76	72428
74106	76	32988
17962	31	69601
14113	99	15699
4894	99	15699
21868	114	59019
21868	99	15699
21868	99	46443
21868	99	10112
21868	99	65182
21868	99	6256
27463	99	15699
50249	99	15699
1777	31	23986
1777	31	15666
1777	31	58682
1777	31	70985
1777	31	37753
1777	31	56505
1777	114	59019
1777	31	2367
1777	114	43369
1777	99	15699
1777	99	46443
1777	99	65182
47341	99	15699
45781	31	15666
45781	31	37753
45781	114	59019
45781	114	43369
45781	99	15699
45781	99	46443
43613	76	32988
28306	99	15699
28306	99	46443
32887	99	15699
47946	99	15699
36334	99	15699
51735	99	15699
34497	99	15699
34497	99	46443
34497	99	65182
56219	99	65182
26971	99	15699
26971	99	6836
26971	99	46443
26971	99	65182
57657	99	15699
55748	99	15699
61766	99	15699
70786	99	15699
70786	99	57539
44332	99	15699
11264	99	15699
980	99	15699
52342	99	39005
30786	99	15699
35567	99	15699
53495	99	15699
67747	99	15699
65017	51	19171
65017	109	45617
65017	99	15699
65017	99	65182
50009	99	15699
6326	51	40890
6326	51	74218
20433	99	15699
42851	51	20545
42851	76	35813
65432	114	74347
65432	99	15699
65432	99	69199
65432	99	65182
54405	99	15699
68688	99	15699
34242	99	65182
13442	99	15699
61340	31	15666
61340	99	38590
61340	99	39509
61340	99	46558
61340	99	15699
61340	99	52331
61340	99	55036
61340	99	53667
61340	99	34516
61340	99	48098
61340	99	46443
61340	99	32421
61340	99	58431
61340	99	70822
61340	99	3539
61340	99	29178
61340	99	71969
61340	99	1307
61340	99	65182
61340	99	52274
61340	99	17950
61340	99	599
61340	99	22633
899	83	1261
68536	99	15699
68536	99	65182
51957	99	15699
51957	99	46443
51957	99	39005
51957	99	65182
68778	99	15699
34121	99	65182
22408	99	15699
16087	76	32988
39477	99	15699
65585	99	15699
65585	99	25233
65585	99	65182
19600	99	15699
64229	99	15699
64229	99	65182
43628	99	15699
44031	99	15699
44031	99	65182
7890	99	15699
7890	99	46443
4288	31	21035
41628	99	46443
41628	99	65182
32572	99	15699
37812	99	15699
59636	99	15699
9829	99	15699
74893	33	69181
74893	76	69181
74893	96	47788
74893	76	47788
67296	31	13209
12069	31	13209
71003	99	15699
53177	114	43628
53177	114	59019
53177	114	43369
53177	99	50352
53177	99	15699
53177	99	2913
53177	99	46443
53177	99	65182
50631	99	46443
69944	99	46443
37949	99	15699
37949	99	46443
68968	99	46443
32790	76	32988
56347	99	15699
60109	51	27259
60109	51	6926
60109	51	48003
60109	51	55297
47677	83	6325
56505	99	15699
56505	99	2913
56505	99	46443
56505	99	65182
37842	99	15699
44912	99	15699
35922	99	15699
35922	99	39005
49918	99	15699
1401	99	15699
19749	99	15699
39744	99	15699
66408	99	46443
44469	99	15699
18426	99	46443
23567	99	46443
21055	99	46443
75386	31	55695
75386	31	35037
75386	99	15699
75386	99	46443
75386	99	65182
9786	99	15699
32907	99	15699
44844	99	15699
44844	99	46443
10455	31	35037
10455	51	5108
10455	114	5606
10455	99	15699
10455	99	46443
10455	99	65182
34752	99	15699
47860	99	15699
47860	99	46443
49001	51	74218
49001	99	46443
49001	99	65182
1672	99	46443
62018	76	72428
62018	76	32988
24782	99	15699
24782	99	46443
31619	99	15699
1511	99	15699
69541	99	15699
7810	99	15699
15911	99	15699
60816	99	15699
32384	99	15699
12566	99	15699
12566	99	6820
12566	99	43301
12566	99	46443
12566	99	71969
12566	99	74540
12566	99	65182
12566	99	52274
72631	99	15699
35810	83	14453
1895	99	15699
17881	99	15699
38981	99	15699
14769	99	15699
22763	99	46443
19948	99	46443
28749	99	65182
3318	76	19608
3318	76	72428
3318	76	32988
67374	99	15699
67374	99	65182
56948	99	15699
42662	96	2081
42662	51	53605
42662	51	48003
42662	51	31693
42662	51	47676
42662	51	20545
42662	51	74218
58818	99	15699
31509	99	15699
68717	99	72080
13619	51	47676
62979	96	2081
13963	99	15699
4323	99	15699
31862	76	32988
48078	76	72428
48078	76	32988
17457	99	15699
52795	99	46443
13184	99	15699
59099	99	15699
17552	51	6926
17552	51	5108
17552	51	19171
17552	51	20545
17552	51	74218
17552	76	33119
30148	99	15699
41647	99	15699
64792	99	67038
64792	99	71969
64792	99	65182
40660	99	15699
40660	99	65182
5918	99	15699
30253	99	15699
1411	99	15699
1998	99	15699
9952	99	15699
23070	51	47676
34445	99	15699
68860	99	15699
66503	31	27738
66503	99	15699
51782	99	17866
36643	99	15699
59306	99	15699
42420	99	15699
46156	99	15699
64796	99	15699
22552	99	15699
9468	99	15699
13135	51	5108
13135	51	19171
13135	51	47254
30662	99	15699
30662	99	26572
64176	99	46443
19573	99	15699
66464	99	46443
40006	99	15699
40006	99	49482
40006	99	65182
40424	99	15699
55175	99	15699
35740	99	15699
37901	99	46443
37901	99	65182
23492	99	15699
32484	99	15699
67611	99	15699
69108	99	15699
14733	99	15699
60686	99	46443
72265	99	15699
8022	99	15699
48169	99	15699
18653	99	15699
13223	99	15699
25979	99	46443
19667	99	15699
56218	99	15699
56218	99	65182
40283	99	15699
40283	99	46443
60307	99	15699
37280	99	15699
20529	99	15699
21545	99	15699
58522	99	15699
32019	99	8052
32019	99	15699
38580	99	15699
8745	99	15699
6995	99	15699
65306	99	15699
3092	99	15699
22343	99	15699
67229	99	15699
34014	51	6997
34014	51	65970
34014	51	6926
34014	51	48003
34014	51	5108
34014	51	69322
34014	51	31693
34014	51	19171
34014	51	47676
34014	51	20545
34014	51	74218
34014	130	1086
34014	51	25919
34014	51	29335
34014	51	8307
34014	51	64648
4642	99	15699
6441	99	15699
75333	31	36513
55550	99	39005
32550	99	15699
32550	99	39005
52596	99	15699
52596	99	39005
29121	99	15699
3691	99	15699
65681	51	40890
65681	51	47676
65681	51	20545
65681	51	74218
65681	51	57315
67956	99	15699
55495	99	15699
74604	99	15699
55719	99	15699
62399	31	13209
62399	99	15699
62399	99	46443
62399	99	39005
30716	99	15699
54600	51	19171
54600	51	20545
54600	51	74218
54600	99	15699
54600	99	65182
54600	99	39579
62424	99	46443
71463	31	13209
71463	114	66463
71463	99	15699
71463	99	46443
71463	99	39005
71463	99	65182
13639	99	65182
48244	99	15699
48244	99	46443
64161	99	11511
64161	99	15699
64161	99	65182
4727	99	15699
16620	99	15699
36332	99	15699
19297	99	64398
19297	99	39509
19297	99	71451
19297	99	16849
19297	99	27245
19297	99	48791
19297	99	65182
51378	99	15699
12135	99	15699
27738	51	74218
27738	114	13738
27738	99	15699
27738	99	46443
27738	99	67783
27738	99	49482
27738	99	65182
27738	99	3647
42191	31	62924
42191	99	15699
45935	99	15699
60797	99	46443
13100	99	15699
13100	99	46443
13100	99	65182
13954	99	65182
36038	99	46443
47716	99	15699
930	99	15699
10168	99	15699
37691	99	15699
63971	99	15699
26239	99	15699
27593	99	15699
27593	99	6820
27593	99	46443
27593	99	71969
27593	99	65182
27593	99	22633
47976	99	15699
20843	99	15699
11863	99	15699
2438	99	15699
54647	99	15699
40013	99	15699
58746	96	2081
58746	76	68727
58746	51	65970
58746	51	20545
58746	76	17648
58746	76	33516
58746	76	72428
58746	76	32988
47206	99	15699
48658	99	15699
25091	31	15666
12252	99	15699
63441	99	15699
58852	99	15699
19854	99	15699
38663	31	23464
38663	99	15699
57307	114	59019
57307	99	15699
32921	99	15699
32921	99	46443
25985	99	15699
9414	99	15699
44156	99	15699
4386	99	15699
39602	114	59269
39602	51	47676
39602	114	28153
39602	114	44074
39602	114	72088
39602	114	48594
39602	114	53826
39602	114	49123
39602	99	15699
39602	99	53667
39602	99	46443
39602	99	39005
39602	99	47828
39602	99	65182
66157	114	48594
30987	99	15699
67604	31	15666
67604	99	15699
67604	99	53667
67604	99	2913
67604	99	18658
67604	99	28564
67604	99	73525
67604	99	65182
16031	31	48077
16031	99	39509
16031	99	15699
16031	99	6820
16031	99	53667
16031	99	49678
16031	99	15425
16031	99	71969
16031	99	65182
16031	99	5757
27803	99	15699
27803	99	65182
39973	99	15699
73362	99	15699
56474	99	15699
14756	76	32988
8164	51	5108
8164	51	47676
8164	51	74218
38990	99	15699
8144	99	15699
58831	99	15699
50772	99	15699
50772	99	65182
44205	76	32988
23421	99	15699
27573	99	15699
27573	99	65182
14813	99	15699
53278	99	15699
30204	99	15699
30204	99	39005
30204	99	10762
60799	99	15699
60799	99	39005
60799	99	65182
9775	99	15699
61584	51	5108
61584	51	31693
61584	51	20545
29749	99	15699
29749	99	46443
65509	99	15699
44117	99	15699
32926	99	15699
67140	99	15699
25160	99	15699
8591	76	72428
8591	76	32988
11061	99	15699
17653	99	46443
11808	96	2444
11808	76	2444
11808	33	18471
56886	99	15699
27540	99	15699
13760	99	15699
46073	99	15699
41963	99	15699
58882	99	15699
67958	99	15699
46994	99	15699
48258	99	15699
63906	99	15699
63906	99	65182
35057	31	23986
35057	31	67382
35057	31	50594
35057	31	34696
35057	31	20370
35057	31	65439
35057	114	54322
35057	31	44794
35057	31	29309
35057	31	64909
35057	31	61073
35057	31	54954
35057	31	57695
35057	31	8838
35057	31	14445
35057	114	49866
35057	31	26267
35057	31	2453
35057	31	71363
35057	31	36082
35057	31	21082
35057	31	7795
35057	31	21035
35057	31	24172
35057	31	4295
35057	31	37040
35057	31	15666
35057	31	58682
35057	31	15878
35057	31	26483
35057	114	40972
35057	31	40972
35057	31	70985
35057	31	52632
35057	31	14841
35057	31	68136
35057	31	72529
35057	31	28491
35057	31	63544
35057	31	23863
35057	31	49949
35057	31	69762
35057	31	56487
35057	31	22463
35057	31	63873
35057	114	30884
35057	31	30884
35057	114	65371
35057	31	65371
35057	114	37753
35057	31	37753
35057	31	18408
35057	31	64841
35057	31	40160
35057	31	25130
35057	31	46362
35057	31	71880
35057	31	65437
35057	31	72766
35057	31	33778
35057	31	20182
35057	31	54605
35057	31	27704
35057	31	5839
35057	31	66367
35057	31	35308
35057	31	54484
35057	31	13209
35057	31	36095
35057	31	4538
35057	31	72225
35057	114	34748
35057	31	74832
35057	31	25265
35057	31	45288
35057	31	55942
35057	31	69232
35057	31	75385
35057	31	57638
35057	31	6799
35057	31	48947
35057	31	14260
35057	31	53483
35057	31	71809
35057	31	28347
35057	31	34191
35057	31	34101
35057	31	56509
35057	31	41848
35057	31	21868
35057	31	1777
35057	31	45781
35057	31	39036
35057	31	26971
35057	31	11264
35057	31	980
35057	31	65017
35057	31	61340
35057	31	51957
35057	31	41628
35057	31	37812
35057	31	9829
35057	31	53177
35057	31	69944
35057	31	37949
35057	31	6280
35057	31	56505
35057	31	1401
35057	31	75386
35057	31	32907
35057	31	44844
35057	31	10455
35057	31	49001
35057	31	1672
35057	31	1511
35057	114	36513
35057	31	36513
35057	31	12566
35057	31	67374
35057	31	54235
35057	31	52795
35057	31	64796
35057	31	64176
35057	31	25979
35057	31	40283
35057	31	62399
35057	31	54600
35057	31	71463
35057	114	33328
35057	31	64161
35057	31	27738
35057	31	13100
35057	31	27593
35057	31	38663
35057	31	39602
35057	31	67604
35057	31	16031
35057	31	27803
35057	31	29749
35057	31	21316
35057	31	31141
35057	31	2903
35057	31	23994
35057	31	13304
35057	31	58262
35057	31	17640
35057	31	60137
35057	31	50534
35057	31	73252
35057	31	8159
35057	31	64182
35057	31	23464
35057	31	66251
35057	31	74779
35057	31	60014
35057	31	65271
35057	114	6848
35057	114	37774
35057	114	12142
35057	114	57856
35057	31	12777
35057	114	59019
35057	31	51328
35057	31	69601
35057	114	23877
35057	114	16327
35057	114	74209
35057	114	13477
35057	114	36257
35057	114	29630
35057	114	60393
35057	114	48094
35057	114	9222
35057	114	53615
35057	114	66492
35057	114	1976
35057	114	768
35057	114	52271
35057	114	29737
35057	114	48594
35057	114	73078
35057	114	30056
35057	114	24188
35057	114	49123
35057	31	16641
35057	31	43391
35057	31	2155
35057	31	17363
35057	31	19431
35057	31	16443
35057	114	43369
35057	114	66463
35057	114	60422
35057	99	46558
35057	99	15699
35057	99	6820
35057	99	72712
35057	99	34516
35057	99	2913
35057	99	49678
35057	99	15425
35057	99	46443
35057	99	42232
35057	99	54116
35057	99	3539
35057	99	69199
35057	99	9985
35057	99	67038
35057	99	71969
35057	99	56228
35057	99	21953
35057	99	45037
35057	99	19970
35057	99	37226
35057	99	74540
35057	99	11513
35057	99	47828
35057	99	49482
35057	99	65182
35057	99	52274
35057	99	6256
35057	99	5057
35057	99	15469
35057	99	41331
35057	99	22633
35057	99	3647
35057	114	5178
35057	114	22471
35057	114	39770
66659	99	15699
32048	99	15699
